Ethnoculture,Ward_ID,Population,Year
Malian,Ward 25,15,2016
Malinké,Ward 25,10,2016
Nigerian,Ward 25,415,2016
Peulh,Ward 25,0,2016
Senegalese,Ward 25,0,2016
Sierra Leonean,Ward 25,0,2016
Togolese,Ward 25,0,2016
Wolof,Ward 25,0,2016
Yoruba,Ward 25,55,2016
"Central and West African origins, n.i.e.",Ward 25,150,2016
North African origins,Ward 25,435,2016
Algerian,Ward 25,65,2016
Berber,Ward 25,0,2016
Coptic,Ward 25,10,2016
Dinka,Ward 25,0,2016
Egyptian,Ward 25,230,2016
Libyan,Ward 25,0,2016
Maure,Ward 25,0,2016
Moroccan,Ward 25,65,2016
Sudanese,Ward 25,40,2016
Tunisian,Ward 25,15,2016
"North African origins, n.i.e.",Ward 25,10,2016
Southern and East African origins,Ward 25,1500,2016
Afrikaner,Ward 25,10,2016
Amhara,Ward 25,10,2016
"Bantu, n.o.s.",Ward 25,0,2016
Burundian,Ward 25,0,2016
Djiboutian,Ward 25,0,2016
Eritrean,Ward 25,125,2016
Ethiopian,Ward 25,580,2016
Harari,Ward 25,10,2016
Kenyan,Ward 25,60,2016
Malagasy,Ward 25,0,2016
Mauritian,Ward 25,50,2016
Oromo,Ward 25,10,2016
Rwandan,Ward 25,35,2016
Seychellois,Ward 25,0,2016
Somali,Ward 25,380,2016
South African,Ward 25,95,2016
Tanzanian,Ward 25,50,2016
Tigrian,Ward 25,0,2016
Ugandan,Ward 25,30,2016
Zambian,Ward 25,0,2016
Zimbabwean,Ward 25,25,2016
Zulu,Ward 25,0,2016
"Southern and East African origins, n.i.e.",Ward 25,125,2016
Other African origins,Ward 25,2835,2016
"Black, n.o.s.",Ward 25,570,2016
"Other African origins, n.i.e.",Ward 25,2310,2016
Asian origins,Ward 25,52770,2016
West Central Asian and Middle Eastern origins,Ward 25,3125,2016
Afghan,Ward 25,1170,2016
"Arab, n.o.s.",Ward 25,270,2016
Armenian,Ward 25,220,2016
Assyrian,Ward 25,15,2016
Azerbaijani,Ward 25,0,2016
Georgian,Ward 25,15,2016
Hazara,Ward 25,20,2016
Iranian,Ward 25,470,2016
Iraqi,Ward 25,165,2016
Israeli,Ward 25,50,2016
Jordanian,Ward 25,25,2016
Kazakh,Ward 25,10,2016
Kurd,Ward 25,35,2016
Kuwaiti,Ward 25,0,2016
Kyrgyz,Ward 25,10,2016
Lebanese,Ward 25,225,2016
Palestinian,Ward 25,135,2016
Pashtun,Ward 25,0,2016
Saudi Arabian,Ward 25,0,2016
Syrian,Ward 25,290,2016
Tajik,Ward 25,20,2016
Tatar,Ward 25,15,2016
Turk,Ward 25,100,2016
Turkmen,Ward 25,0,2016
Uighur,Ward 25,0,2016
Uzbek,Ward 25,0,2016
Yemeni,Ward 25,0,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 25,105,2016
South Asian origins,Ward 25,33900,2016
Bangladeshi,Ward 25,825,2016
Bengali,Ward 25,520,2016
Bhutanese,Ward 25,0,2016
East Indian,Ward 25,16925,2016
Goan,Ward 25,145,2016
Gujarati,Ward 25,95,2016
Kashmiri,Ward 25,75,2016
Nepali,Ward 25,35,2016
Pakistani,Ward 25,1510,2016
Punjabi,Ward 25,400,2016
Sinhalese,Ward 25,155,2016
Sri Lankan,Ward 25,11240,2016
Tamil,Ward 25,3575,2016
"South Asian origins, n.i.e.",Ward 25,1320,2016
East and Southeast Asian origins,Ward 25,16355,2016
Burmese,Ward 25,0,2016
Cambodian (Khmer),Ward 25,0,2016
Chinese,Ward 25,6570,2016
Filipino,Ward 25,9450,2016
Hmong,Ward 25,0,2016
Indonesian,Ward 25,35,2016
Japanese,Ward 25,330,2016
Karen,Ward 25,0,2016
Korean,Ward 25,300,2016
Laotian,Ward 25,0,2016
Malaysian,Ward 25,150,2016
Mongolian,Ward 25,15,2016
Singaporean,Ward 25,10,2016
Taiwanese,Ward 25,45,2016
Thai,Ward 25,30,2016
Tibetan,Ward 25,55,2016
Vietnamese,Ward 25,505,2016
"East and Southeast Asian origins, n.i.e.",Ward 25,105,2016
Other Asian origins,Ward 25,295,2016
"Other Asian origins, n.i.e.",Ward 25,290,2016
Oceania origins,Ward 25,110,2016
Australian,Ward 25,50,2016
New Zealander,Ward 25,25,2016
Pacific Islands origins,Ward 25,30,2016
Fijian,Ward 25,25,2016
Hawaiian,Ward 25,0,2016
Maori,Ward 25,0,2016
Samoan,Ward 25,0,2016
"Polynesian, n.o.s.",Ward 25,0,2016
"Pacific Islands origins, n.i.e.",Ward 25,0,2016
Total - Ethnic or cultural origin for the population in private households - 25% sample data,Toronto,2761285,2021
Canadian,Toronto,165640,2021
English,Toronto,244995,2021
Irish,Toronto,226865,2021
Scottish,Toronto,211180,2021
"French, n.o.s.",Toronto,85715,2021
German,Toronto,107475,2021
Chinese,Toronto,297725,2021
Italian,Toronto,167460,2021
Indian (India),Toronto,182115,2021
Ukrainian,Toronto,61565,2021
Dutch,Toronto,34365,2021
Polish,Toronto,85250,2021
Québécois,Toronto,2620,2021
"British Isles, n.o.s.",Toronto,66395,2021
Filipino,Toronto,161495,2021
French Canadian,Toronto,15450,2021
"Caucasian (White), n.o.s.",Toronto,32230,2021
"First Nations (North American Indian), n.o.s.",Toronto,9350,2021
Métis,Toronto,7420,2021
"European, n.o.s.",Toronto,35900,2021
Russian,Toronto,56130,2021
Norwegian,Toronto,8670,2021
Welsh,Toronto,23795,2021
Portuguese,Toronto,85165,2021
American,Toronto,21900,2021
Spanish,Toronto,44625,2021
Swedish,Toronto,9415,2021
Hungarian,Toronto,25910,2021
Acadian,Toronto,3935,2021
Pakistani,Toronto,41705,2021
"African, n.o.s.",Toronto,50400,2021
Jewish,Toronto,74080,2021
Punjabi,Toronto,11985,2021
Vietnamese,Toronto,42195,2021
"Arab, n.o.s.",Toronto,18385,2021
Greek,Toronto,51985,2021
Jamaican,Toronto,62015,2021
"Asian, n.o.s.",Toronto,39880,2021
"Cree, n.o.s.",Toronto,1380,2021
Korean,Toronto,42200,2021
Romanian,Toronto,20010,2021
Lebanese,Toronto,11530,2021
Iranian,Toronto,37895,2021
"Christian, n.i.e.",Toronto,15030,2021
Danish,Toronto,7120,2021
"North American Indigenous, n.o.s.",Toronto,3925,2021
Sikh,Toronto,4845,2021
Austrian,Toronto,11700,2021
Belgian,Toronto,4575,2021
Haitian,Toronto,2820,2021
Hindu,Toronto,26510,2021
Mexican,Toronto,15445,2021
Mennonite,Toronto,1740,2021
Swiss,Toronto,6710,2021
Finnish,Toronto,7715,2021
Sri Lankan,Toronto,43495,2021
Croatian,Toronto,12420,2021
Japanese,Toronto,17115,2021
"South Asian, n.o.s.",Toronto,25660,2021
"Mi'kmaq, n.o.s.",Toronto,2195,2021
"Northern European, n.o.s.",Toronto,4345,2021
Muslim,Toronto,15945,2021
Egyptian,Toronto,9725,2021
"Latin, Central or South American, n.o.s.",Toronto,17740,2021
Tamil,Toronto,35075,2021
Icelandic,Toronto,2560,2021
Colombian,Toronto,10340,2021
Moroccan,Toronto,3900,2021
Czech,Toronto,7745,2021
Syrian,Toronto,6785,2021
Guyanese,Toronto,27780,2021
Afghan,Toronto,18760,2021
"Black, n.o.s.",Toronto,22595,2021
Serbian,Toronto,17775,2021
Ojibway,Toronto,2405,2021
Newfoundlander,Toronto,3370,2021
Hong Konger,Toronto,12835,2021
Ontarian,Toronto,4725,2021
Persian,Toronto,15215,2021
Trinidadian/Tobagonian,Toronto,17350,2021
Turkish,Toronto,15770,2021
"Inuit, n.o.s.",Toronto,280,2021
Bangladeshi,Toronto,26650,2021
Algerian,Toronto,1290,2021
Brazilian,Toronto,14865,2021
Nigerian,Toronto,10870,2021
Armenian,Toronto,11880,2021
Slovak,Toronto,7070,2021
"Eastern European, n.o.s.",Toronto,11345,2021
Somali,Toronto,19810,2021
Taiwanese,Toronto,7960,2021
Iraqi,Toronto,7490,2021
Salvadorean,Toronto,7195,2021
African Caribbean,Toronto,15300,2021
"East or Southeast Asian, n.o.s.",Toronto,13390,2021
"West or Central Asian or Middle Eastern, n.o.s.",Toronto,7875,2021
"Caribbean, n.o.s.",Toronto,14570,2021
Algonquin,Toronto,625,2021
"West Indian, n.o.s.",Toronto,14825,2021
Lithuanian,Toronto,8190,2021
South African,Toronto,5505,2021
Australian,Toronto,3480,2021
Palestinian,Toronto,4020,2021
Chilean,Toronto,5165,2021
Congolese,Toronto,2705,2021
Nova Scotian,Toronto,1170,2021
Ethiopian,Toronto,11065,2021
"Hispanic, n.o.s.",Toronto,7945,2021
Peruvian,Toronto,5230,2021
Yoruba,Toronto,5395,2021
Cambodian (Khmer),Toronto,2800,2021
Berber,Toronto,505,2021
Albanian,Toronto,12250,2021
Maltese,Toronto,6400,2021
Macedonian,Toronto,11600,2021
Slovenian,Toronto,4805,2021
"Western European, n.o.s.",Toronto,2575,2021
New Brunswicker,Toronto,525,2021
Gujarati,Toronto,6655,2021
Eritrean,Toronto,8355,2021
African Canadian,Toronto,6015,2021
Israeli,Toronto,7415,2021
Mohawk,Toronto,1275,2021
"Czechoslovakian, n.o.s.",Toronto,1750,2021
Bulgarian,Toronto,5830,2021
Albertan,Toronto,165,2021
Ghanaian,Toronto,7550,2021
Barbadian,Toronto,6340,2021
African American,Toronto,4410,2021
"Yugoslavian, n.o.s.",Toronto,2850,2021
Tunisian,Toronto,485,2021
"Slavic, n.o.s.",Toronto,4710,2021
Cuban,Toronto,4760,2021
Bosnian,Toronto,3255,2021
Venezuelan,Toronto,4125,2021
"Innu/Montagnais, n.o.s.",Toronto,50,2021
Latvian,Toronto,4910,2021
Bengali,Toronto,9230,2021
Cameroonian,Toronto,1020,2021
Guatemalan,Toronto,2980,2021
Indonesian,Toronto,3330,2021
Laotian,Toronto,1670,2021
Ilocano,Toronto,6220,2021
Northern Irish,Toronto,2620,2021
"Celtic, n.o.s.",Toronto,2180,2021
British Columbian,Toronto,160,2021
Ecuadorian,Toronto,8450,2021
Franco Ontarian,Toronto,790,2021
Argentinian,Toronto,4010,2021
Estonian,Toronto,3845,2021
Kurdish,Toronto,3825,2021
Fijian,Toronto,545,2021
Jatt,Toronto,660,2021
"North American, n.o.s.",Toronto,1050,2021
Coptic,Toronto,1645,2021
Thai,Toronto,2220,2021
Dominican,Toronto,3145,2021
Nepali,Toronto,3310,2021
Kabyle,Toronto,60,2021
Assyrian,Toronto,4055,2021
Igbo,Toronto,2020,2021
Byelorussian,Toronto,2725,2021
"Dene, n.o.s.",Toronto,55,2021
"Blackfoot, n.o.s.",Toronto,265,2021
Abenaki,Toronto,40,2021
Moldovan,Toronto,1170,2021
"Iroquois (Haudenosaunee), n.o.s.",Toronto,300,2021
New Zealander,Toronto,1235,2021
Sudanese,Toronto,2195,2021
Breton,Toronto,145,2021
Pennsylvania Dutch,Toronto,745,2021
Malaysian,Toronto,2725,2021
Plains Cree,Toronto,70,2021
"North African, n.o.s.",Toronto,1080,2021
Huron (Wendat),Toronto,150,2021
Saskatchewanian,Toronto,170,2021
Buddhist,Toronto,2875,2021
Gaspesian,Toronto,50,2021
Norman,Toronto,330,2021
"Southern or East African, n.o.s.",Toronto,3390,2021
Ivorian,Toronto,495,2021
Saulteaux,Toronto,130,2021
"Anishinaabe, n.o.s.",Toronto,560,2021
Burundian,Toronto,435,2021
Tigrinya,Toronto,2450,2021
Nicaraguan,Toronto,2135,2021
Mauritian,Toronto,1430,2021
Kenyan,Toronto,2195,2021
Oji-Cree,Toronto,80,2021
Vincentian,Toronto,4130,2021
Jordanian,Toronto,1365,2021
Manitoban,Toronto,170,2021
Cape Bretoner,Toronto,285,2021
Rwandan,Toronto,630,2021
Grenadian,Toronto,5055,2021
Malayali,Toronto,1850,2021
Chaldean,Toronto,1270,2021
Sinhalese,Toronto,2320,2021
Mayan,Toronto,1250,2021
Honduran,Toronto,1040,2021
Cherokee,Toronto,305,2021
Qalipu Mi'kmaq,Toronto,85,2021
Indo-Caribbean,Toronto,2975,2021
Flemish,Toronto,470,2021
United Empire Loyalist,Toronto,800,2021
Senegalese,Toronto,300,2021
Azerbaijani,Toronto,2375,2021
Sicilian,Toronto,1005,2021
Pashtun,Toronto,1755,2021
Malay,Toronto,1715,2021
Goan,Toronto,2105,2021
"Bantu, n.o.s.",Toronto,940,2021
Tibetan,Toronto,6335,2021
Zimbabwean,Toronto,745,2021
Burmese,Toronto,1220,2021
Mongolian,Toronto,1255,2021
Azorean,Toronto,1470,2021
Atikamekw,Toronto,0,2021
Bamileke,Toronto,315,2021
Indo-Guyanese,Toronto,2765,2021
Ugandan,Toronto,2190,2021
Oromo,Toronto,1785,2021
Tanzanian,Toronto,1810,2021
Yemeni,Toronto,1635,2021
Central African,Toronto,155,2021
Libyan,Toronto,575,2021
Basque,Toronto,355,2021
Uruguayan,Toronto,1475,2021
"Akan, n.o.s.",Toronto,1125,2021
"Central or West African, n.o.s.",Toronto,1390,2021
Igorot,Toronto,1120,2021
Fulani,Toronto,400,2021
Woodland Cree,Toronto,10,2021
Guinean,Toronto,285,2021
St. Lucian,Toronto,2450,2021
Prince Edward Islander,Toronto,315,2021
Maliseet,Toronto,40,2021
Beninese,Toronto,465,2021
Telugu,Toronto,1445,2021
Roma,Toronto,1500,2021
Costa Rican,Toronto,890,2021
African Nova Scotian,Toronto,565,2021
Malagasy,Toronto,135,2021
Kashmiri,Toronto,890,2021
Singaporean,Toronto,860,2021
Karen,Toronto,260,2021
Edo,Toronto,1250,2021
Tajik,Toronto,1540,2021
Amhara,Toronto,1980,2021
Paraguayan,Toronto,210,2021
Total - Ethnic or cultural origin for the population in private households - 25% sample data,Ward 1,115115,2021
Canadian,Ward 1,6335,2021
English,Ward 1,3330,2021
Irish,Ward 1,2945,2021
Scottish,Ward 1,2640,2021
"French, n.o.s.",Ward 1,1130,2021
German,Ward 1,1590,2021
Chinese,Ward 1,2395,2021
Italian,Ward 1,7200,2021
Indian (India),Ward 1,17135,2021
Ukrainian,Ward 1,875,2021
Dutch,Ward 1,575,2021
Polish,Ward 1,1620,2021
Québécois,Ward 1,90,2021
"British Isles, n.o.s.",Ward 1,895,2021
Filipino,Ward 1,5405,2021
French Canadian,Ward 1,240,2021
"Caucasian (White), n.o.s.",Ward 1,400,2021
"First Nations (North American Indian), n.o.s.",Ward 1,255,2021
Métis,Ward 1,215,2021
"European, n.o.s.",Ward 1,750,2021
Russian,Ward 1,375,2021
Norwegian,Ward 1,65,2021
Welsh,Ward 1,355,2021
Portuguese,Ward 1,2155,2021
American,Ward 1,325,2021
Spanish,Ward 1,1905,2021
Swedish,Ward 1,70,2021
Hungarian,Ward 1,540,2021
Acadian,Ward 1,35,2021
Pakistani,Ward 1,3305,2021
"African, n.o.s.",Ward 1,4720,2021
Jewish,Ward 1,215,2021
Punjabi,Ward 1,2905,2021
Vietnamese,Ward 1,1550,2021
"Arab, n.o.s.",Ward 1,770,2021
Greek,Ward 1,605,2021
Jamaican,Ward 1,5660,2021
"Asian, n.o.s.",Ward 1,1115,2021
"Cree, n.o.s.",Ward 1,15,2021
Korean,Ward 1,500,2021
Romanian,Ward 1,280,2021
Lebanese,Ward 1,155,2021
Iranian,Ward 1,260,2021
"Christian, n.i.e.",Ward 1,1035,2021
Danish,Ward 1,90,2021
"North American Indigenous, n.o.s.",Ward 1,100,2021
Sikh,Ward 1,1825,2021
Austrian,Ward 1,160,2021
Belgian,Ward 1,50,2021
Haitian,Ward 1,340,2021
Hindu,Ward 1,3040,2021
Mexican,Ward 1,665,2021
Mennonite,Ward 1,0,2021
Swiss,Ward 1,70,2021
Finnish,Ward 1,75,2021
Sri Lankan,Ward 1,1840,2021
Croatian,Ward 1,570,2021
Japanese,Ward 1,170,2021
"South Asian, n.o.s.",Ward 1,1885,2021
"Mi'kmaq, n.o.s.",Ward 1,55,2021
"Northern European, n.o.s.",Ward 1,45,2021
Muslim,Ward 1,985,2021
Egyptian,Ward 1,225,2021
"Latin, Central or South American, n.o.s.",Ward 1,895,2021
Tamil,Ward 1,1370,2021
Icelandic,Ward 1,10,2021
Colombian,Ward 1,410,2021
Moroccan,Ward 1,30,2021
Czech,Ward 1,75,2021
Syrian,Ward 1,235,2021
Guyanese,Ward 1,3025,2021
Afghan,Ward 1,1105,2021
"Black, n.o.s.",Ward 1,1775,2021
Serbian,Ward 1,230,2021
Ojibway,Ward 1,55,2021
Newfoundlander,Ward 1,105,2021
Hong Konger,Ward 1,25,2021
Ontarian,Ward 1,190,2021
Persian,Ward 1,165,2021
Trinidadian/Tobagonian,Ward 1,1130,2021
Turkish,Ward 1,515,2021
"Inuit, n.o.s.",Ward 1,0,2021
Bangladeshi,Ward 1,500,2021
Algerian,Ward 1,45,2021
Brazilian,Ward 1,280,2021
Nigerian,Ward 1,1460,2021
Armenian,Ward 1,210,2021
Slovak,Ward 1,65,2021
"Eastern European, n.o.s.",Ward 1,50,2021
Somali,Ward 1,5145,2021
Taiwanese,Ward 1,65,2021
Iraqi,Ward 1,2185,2021
Salvadorean,Ward 1,870,2021
African Caribbean,Ward 1,1240,2021
"East or Southeast Asian, n.o.s.",Ward 1,425,2021
"West or Central Asian or Middle Eastern, n.o.s.",Ward 1,255,2021
"Caribbean, n.o.s.",Ward 1,1025,2021
Algonquin,Ward 1,0,2021
"West Indian, n.o.s.",Ward 1,1700,2021
Lithuanian,Ward 1,105,2021
South African,Ward 1,55,2021
Australian,Ward 1,20,2021
Palestinian,Ward 1,185,2021
Chilean,Ward 1,435,2021
Congolese,Ward 1,105,2021
Nova Scotian,Ward 1,30,2021
Ethiopian,Ward 1,215,2021
"Hispanic, n.o.s.",Ward 1,415,2021
Peruvian,Ward 1,325,2021
Yoruba,Ward 1,810,2021
Cambodian (Khmer),Ward 1,110,2021
Berber,Ward 1,40,2021
Albanian,Ward 1,320,2021
Maltese,Ward 1,365,2021
Macedonian,Ward 1,110,2021
Slovenian,Ward 1,130,2021
"Western European, n.o.s.",Ward 1,50,2021
New Brunswicker,Ward 1,20,2021
Gujarati,Ward 1,1340,2021
Eritrean,Ward 1,305,2021
African Canadian,Ward 1,725,2021
Israeli,Ward 1,45,2021
Mohawk,Ward 1,45,2021
"Czechoslovakian, n.o.s.",Ward 1,10,2021
Bulgarian,Ward 1,80,2021
Albertan,Ward 1,0,2021
Ghanaian,Ward 1,1500,2021
Barbadian,Ward 1,250,2021
African American,Ward 1,190,2021
"Yugoslavian, n.o.s.",Ward 1,75,2021
Tunisian,Ward 1,0,2021
"Slavic, n.o.s.",Ward 1,80,2021
Cuban,Ward 1,360,2021
Bosnian,Ward 1,120,2021
Venezuelan,Ward 1,65,2021
"Innu/Montagnais, n.o.s.",Ward 1,0,2021
Latvian,Ward 1,25,2021
Bengali,Ward 1,185,2021
Cameroonian,Ward 1,40,2021
Guatemalan,Ward 1,290,2021
Indonesian,Ward 1,70,2021
Laotian,Ward 1,55,2021
Ilocano,Ward 1,60,2021
Northern Irish,Ward 1,65,2021
"Celtic, n.o.s.",Ward 1,0,2021
British Columbian,Ward 1,0,2021
Ecuadorian,Ward 1,610,2021
Franco Ontarian,Ward 1,35,2021
Argentinian,Ward 1,150,2021
Estonian,Ward 1,15,2021
Kurdish,Ward 1,60,2021
Fijian,Ward 1,75,2021
Jatt,Ward 1,300,2021
"North American, n.o.s.",Ward 1,55,2021
Coptic,Ward 1,0,2021
Thai,Ward 1,65,2021
Dominican,Ward 1,320,2021
Nepali,Ward 1,100,2021
Kabyle,Ward 1,0,2021
Assyrian,Ward 1,2205,2021
Igbo,Ward 1,240,2021
Byelorussian,Ward 1,10,2021
"Dene, n.o.s.",Ward 1,0,2021
"Blackfoot, n.o.s.",Ward 1,30,2021
Abenaki,Ward 1,0,2021
Moldovan,Ward 1,0,2021
"Iroquois (Haudenosaunee), n.o.s.",Ward 1,0,2021
New Zealander,Ward 1,0,2021
Sudanese,Ward 1,60,2021
Breton,Ward 1,0,2021
Pennsylvania Dutch,Ward 1,25,2021
Malaysian,Ward 1,15,2021
Plains Cree,Ward 1,0,2021
"North African, n.o.s.",Ward 1,0,2021
Huron (Wendat),Ward 1,10,2021
Saskatchewanian,Ward 1,0,2021
Buddhist,Ward 1,60,2021
Gaspesian,Ward 1,0,2021
Norman,Ward 1,0,2021
"Southern or East African, n.o.s.",Ward 1,450,2021
Ivorian,Ward 1,40,2021
Saulteaux,Ward 1,0,2021
"Anishinaabe, n.o.s.",Ward 1,0,2021
Burundian,Ward 1,0,2021
Tigrinya,Ward 1,55,2021
Nicaraguan,Ward 1,125,2021
Mauritian,Ward 1,155,2021
Kenyan,Ward 1,260,2021
Oji-Cree,Ward 1,0,2021
Vincentian,Ward 1,315,2021
Jordanian,Ward 1,25,2021
Manitoban,Ward 1,0,2021
Cape Bretoner,Ward 1,10,2021
Rwandan,Ward 1,0,2021
Grenadian,Ward 1,335,2021
Malayali,Ward 1,100,2021
Chaldean,Ward 1,765,2021
Sinhalese,Ward 1,210,2021
Mayan,Ward 1,20,2021
Honduran,Ward 1,100,2021
Cherokee,Ward 1,0,2021
Qalipu Mi'kmaq,Ward 1,0,2021
Indo-Caribbean,Ward 1,235,2021
Flemish,Ward 1,0,2021
United Empire Loyalist,Ward 1,20,2021
Senegalese,Ward 1,0,2021
Azerbaijani,Ward 1,0,2021
Sicilian,Ward 1,45,2021
Pashtun,Ward 1,95,2021
Malay,Ward 1,40,2021
Goan,Ward 1,100,2021
"Bantu, n.o.s.",Ward 1,110,2021
Tibetan,Ward 1,210,2021
Zimbabwean,Ward 1,20,2021
Burmese,Ward 1,70,2021
Mongolian,Ward 1,0,2021
Azorean,Ward 1,10,2021
Atikamekw,Ward 1,0,2021
Bamileke,Ward 1,0,2021
Indo-Guyanese,Ward 1,205,2021
Ugandan,Ward 1,115,2021
Oromo,Ward 1,80,2021
Tanzanian,Ward 1,115,2021
Yemeni,Ward 1,160,2021
Central African,Ward 1,0,2021
Libyan,Ward 1,0,2021
Basque,Ward 1,0,2021
Uruguayan,Ward 1,50,2021
"Akan, n.o.s.",Ward 1,345,2021
"Central or West African, n.o.s.",Ward 1,105,2021
Igorot,Ward 1,80,2021
Fulani,Ward 1,0,2021
Woodland Cree,Ward 1,0,2021
Guinean,Ward 1,0,2021
St. Lucian,Ward 1,255,2021
Prince Edward Islander,Ward 1,0,2021
Maliseet,Ward 1,0,2021
Beninese,Ward 1,35,2021
Telugu,Ward 1,55,2021
Roma,Ward 1,0,2021
Costa Rican,Ward 1,65,2021
African Nova Scotian,Ward 1,15,2021
Malagasy,Ward 1,0,2021
Kashmiri,Ward 1,85,2021
Singaporean,Ward 1,0,2021
Karen,Ward 1,0,2021
Edo,Ward 1,270,2021
Tajik,Ward 1,185,2021
Amhara,Ward 1,90,2021
Paraguayan,Ward 1,15,2021
Total - Ethnic or cultural origin for the population in private households - 25% sample data,Ward 2,117205,2021
Canadian,Ward 2,8350,2021
English,Ward 2,11665,2021
Irish,Ward 2,10660,2021
Scottish,Ward 2,10055,2021
"French, n.o.s.",Ward 2,3265,2021
German,Ward 2,5125,2021
Chinese,Ward 2,4110,2021
Italian,Ward 2,16520,2021
Indian (India),Ward 2,4325,2021
Ukrainian,Ward 2,8280,2021
Dutch,Ward 2,1390,2021
Polish,Ward 2,6720,2021
Québécois,Ward 2,110,2021
"British Isles, n.o.s.",Ward 2,3400,2021
Filipino,Ward 2,3255,2021
French Canadian,Ward 2,640,2021
"Caucasian (White), n.o.s.",Ward 2,1260,2021
"First Nations (North American Indian), n.o.s.",Ward 2,445,2021
Métis,Ward 2,260,2021
"European, n.o.s.",Ward 2,1620,2021
Russian,Ward 2,2045,2021
Norwegian,Ward 2,265,2021
Welsh,Ward 2,1075,2021
Portuguese,Ward 2,5395,2021
American,Ward 2,775,2021
Spanish,Ward 2,1860,2021
Swedish,Ward 2,355,2021
Hungarian,Ward 2,1455,2021
Acadian,Ward 2,125,2021
Pakistani,Ward 2,1395,2021
"African, n.o.s.",Ward 2,1315,2021
Jewish,Ward 2,795,2021
Punjabi,Ward 2,245,2021
Vietnamese,Ward 2,1055,2021
"Arab, n.o.s.",Ward 2,550,2021
Greek,Ward 2,1775,2021
Jamaican,Ward 2,1895,2021
"Asian, n.o.s.",Ward 2,800,2021
"Cree, n.o.s.",Ward 2,40,2021
Korean,Ward 2,1890,2021
Romanian,Ward 2,1125,2021
Lebanese,Ward 2,485,2021
Iranian,Ward 2,615,2021
"Christian, n.i.e.",Ward 2,795,2021
Danish,Ward 2,245,2021
"North American Indigenous, n.o.s.",Ward 2,80,2021
Sikh,Ward 2,90,2021
Austrian,Ward 2,700,2021
Belgian,Ward 2,225,2021
Haitian,Ward 2,55,2021
Hindu,Ward 2,520,2021
Mexican,Ward 2,705,2021
Mennonite,Ward 2,10,2021
Swiss,Ward 2,245,2021
Finnish,Ward 2,290,2021
Sri Lankan,Ward 2,435,2021
Croatian,Ward 2,1965,2021
Japanese,Ward 2,585,2021
"South Asian, n.o.s.",Ward 2,665,2021
"Mi'kmaq, n.o.s.",Ward 2,65,2021
"Northern European, n.o.s.",Ward 2,95,2021
Muslim,Ward 2,395,2021
Egyptian,Ward 2,305,2021
"Latin, Central or South American, n.o.s.",Ward 2,920,2021
Tamil,Ward 2,280,2021
Icelandic,Ward 2,75,2021
Colombian,Ward 2,655,2021
Moroccan,Ward 2,35,2021
Czech,Ward 2,445,2021
Syrian,Ward 2,225,2021
Guyanese,Ward 2,540,2021
Afghan,Ward 2,575,2021
"Black, n.o.s.",Ward 2,625,2021
Serbian,Ward 2,3655,2021
Ojibway,Ward 2,60,2021
Newfoundlander,Ward 2,110,2021
Hong Konger,Ward 2,105,2021
Ontarian,Ward 2,230,2021
Persian,Ward 2,340,2021
Trinidadian/Tobagonian,Ward 2,435,2021
Turkish,Ward 2,720,2021
"Inuit, n.o.s.",Ward 2,0,2021
Bangladeshi,Ward 2,235,2021
Algerian,Ward 2,70,2021
Brazilian,Ward 2,725,2021
Nigerian,Ward 2,245,2021
Armenian,Ward 2,225,2021
Slovak,Ward 2,650,2021
"Eastern European, n.o.s.",Ward 2,365,2021
Somali,Ward 2,1925,2021
Taiwanese,Ward 2,215,2021
Iraqi,Ward 2,150,2021
Salvadorean,Ward 2,340,2021
African Caribbean,Ward 2,365,2021
"East or Southeast Asian, n.o.s.",Ward 2,315,2021
"West or Central Asian or Middle Eastern, n.o.s.",Ward 2,190,2021
"Caribbean, n.o.s.",Ward 2,275,2021
Algonquin,Ward 2,35,2021
"West Indian, n.o.s.",Ward 2,350,2021
Lithuanian,Ward 2,695,2021
South African,Ward 2,130,2021
Australian,Ward 2,100,2021
Palestinian,Ward 2,125,2021
Chilean,Ward 2,430,2021
Congolese,Ward 2,50,2021
Nova Scotian,Ward 2,20,2021
Ethiopian,Ward 2,290,2021
"Hispanic, n.o.s.",Ward 2,345,2021
Peruvian,Ward 2,390,2021
Yoruba,Ward 2,170,2021
Cambodian (Khmer),Ward 2,75,2021
Berber,Ward 2,20,2021
Albanian,Ward 2,2165,2021
Maltese,Ward 2,945,2021
Macedonian,Ward 2,760,2021
Slovenian,Ward 2,700,2021
"Western European, n.o.s.",Ward 2,75,2021
New Brunswicker,Ward 2,20,2021
Gujarati,Ward 2,180,2021
Eritrean,Ward 2,135,2021
African Canadian,Ward 2,90,2021
Israeli,Ward 2,70,2021
Mohawk,Ward 2,40,2021
"Czechoslovakian, n.o.s.",Ward 2,105,2021
Bulgarian,Ward 2,505,2021
Albertan,Ward 2,0,2021
Ghanaian,Ward 2,355,2021
Barbadian,Ward 2,145,2021
African American,Ward 2,100,2021
"Yugoslavian, n.o.s.",Ward 2,415,2021
Tunisian,Ward 2,10,2021
"Slavic, n.o.s.",Ward 2,395,2021
Cuban,Ward 2,240,2021
Bosnian,Ward 2,625,2021
Venezuelan,Ward 2,175,2021
